84	247951136068366336	T13117829	neutral	Had a few emails about my storck adrenalin The chap clearly new feck all about carbon and bikes in general.I may have to brake it for spares
85	11807	SM111860	positive	Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
86	11435	SM112281	neutral	U wan come out later? All of us going out later. Join us lah.
87	169085941951119361	T13113298	neutral	9th day of continuous shelling of Baba Amr http://t.co/01dZwmSu #Syria
88	263981029889544192	T13113120	positive	@OllyverTweet ...i hope they've left school by now !!...I'll bring the photos tomorrow night from bilbao..Der Der Der Der.i love you baby !
90	10114	SM111316	negative	cannot . i dont have it with me now
91	197500632326864896	T13114760	positive	MT @dandundas Council of Can chair Maude Barlow hits road to speak on protecting the Great Lakes; 8-city tour will see her in #hamont May 16
92	261109626999799808	T13111594	neutral	@PBernhardt @communitech Is Wednesday normally Cascades help day? I might want to make a trip at some point before January 21st.
93	179791600409526273	T13118549	neutral	Seven Penny Stocks to Watch with Heavy Volume for March 14: IVAN shares have traded as high as $3.15 over the pa... http://t.co/UoH4N7z0
94	null	LJ113215	positive	Even if you did have to icon Laura 's ugly bangs haha .
95	10510	SM112747	neutral	like 15 lor really!
96	218330840264998914	T13116729	neutral	Pink Diamonds Host Sabrina 25th Birthday Bash @ Club Crucial July 2nd be there to witness a movie in the making or hear about it....
97	12192	SM112898	neutral	When we confirm when we meeting then we arrange time again.
98	218234337097826304	T14111930	neutral	Anybody going to that 4th of July pool party in Knollwood?
99	259283350714474496	T13114962	neutral	It's our undergraduate open day tomorrow! Come and see everything DMU and the Faculty of Tech have to offer. More info: http://t.co/acIYyL2A
101	264140817789251584	T13117461	neutral	How did Marco Rubio, Eva Longoria and Marc Anthony bring star power to the election? NBC Latino breaks it down #latism http://t.co/53T6WHXs
102	11705	SM111693	neutral	Ya... Morn... My sis said it\u2019s on e mountain\u002c haha\u002c have to check map liao...
103	263555736087441409	T13118814	positive	@Brookeofmidgard I'm sitting here with my belt, in jean shorts watching Cena win his first title. I think we tie for 1st my friend xD
104	259836438957420544	T13117023	neutral	Idk how im gone make it to Total Sports tomorrow for Selection Sunday
107	null	LJ113457	positive	That has got to be one of the cruelest things that a straight person can do to someone gay\/bi .
108	643810	LJ112233	negative	At first I thought it said Fucker and I was like what a weird way to propose .
109	null	LJ113406	neutral	Did they play `` the bucket '' ????
110	87207	LJ113059	positive	I actually think things will be fine now !!!
112	11585	SM113314	neutral	Yupz... Nvm\u002c i\u2019ll just wait there...
113	263603901603913728	T14113489	neutral	Team CK vs Demolition on November 17th at the American Legion Post 80, Main St. in Binghamton NY. Get your tickets now! http://t.co/BieEefZD
114	203777374666498048	T13112436	positive	@CharlieWaters I laughed a little, but not sharing them out with anyone. Will the weather be good tomorrow for Boris Bikes?
115	269437682537594881	T14115501	positive	@GMA My daughter @jordynking17 will be 14 on December 17th! We r going to see Buddy @ The Kirby Center in WB on December 14th. So excited!
116	259742833810997248	T13111560	neutral	@heavyoilcountry right you are, they could end up picking sidney crosby 1st rou... wait a second, that already happened
118	252913776179953664	T13114241	positive	Last night was #twEATup dinner at Bucci, tonight is  sister's bday dinner in Sunnybank, tomorrow is dinner at The Red Hen. #whatweightgain
119	34168	LJ113102	positive	Good looking gal never hurt either .
120	8385	LJ111631	neutral	Just walk , stone to stone , and read all those people 's names .
121	257167540298584064	T13115439	neutral	@1DsHotTamale ~.~t u cant just tweet sum1 GUESS WHO IMMA SEE THURSDAY and NIT TWEET THEM BACK!! &gt;.&lt; lol
122	263473770868649984	T13116148	positive	This match marked the 13th year of Undertaker's WWE career. #SurvivorSeries2003
124	275763510150053889	T14113459	neutral	"#tunewiki ""How to See the Sun Rise"" by Ben Sollee http://t.co/NGmKGoS1"
125	11364	SM111823	positive	Havent yet. Think ard 8 plus n eat until 10 plus lah. Is it convenient if i come ard 10plus?
126	null	LJ113552	positive	I am so proud of her , that she is started to actually write it !
127	207097523523956736	T14113571	positive	Morning!!!! Soundset was popin and hot as a tity but time to waken bake easy the sun burn haaa
128	null	LJ113625	neutral	im on myspace ... ill try and find you and add you :D
129	null	LJ113431	neutral	LLLINKKK LLLINKKK i have not slept very much this week .
130	10657	SM113802	neutral	if singapore too exp\u002c we go kl buy next time. Then can go genting to play amusement park
133	263133446430404608	T13111743	neutral	#4: CaseCrown Axis Flip Case (Black) for iPad 4th Generation with Retina Display, iPad 3 &amp; iPad 2 (Built-in magn... http://t.co/E3kr5Ugf
134	47575	LJ111505	neutral	Oh god ... I can not imagine what you must be going through right now .
135	263722741562228737	T13115795	positive	At Shaker practice as they prepare for Super Bowl matchup with Shen on Friday http://t.co/4oh1MLZA
136	11383	SM111362	neutral	Wat time u want me to come over?
137	272216625795698688	T14114524	positive	Teddy Bear Toss, a Brad Mills goal and more fun from Maverik Center in a tough loss Friday. See you tomorrow at 7! http://t.co/ytoBfqfW
138	10263	SM115319	neutral	hi\u002c u watched infernal affairs 3\u002c want to watch tog nxt wk? can ask others also
139	207884768862412800	T13117557	neutral	@CarlJWood I teach my class to count in pennies at first. I may be part of the problem.
140	10243	SM115027	positive	If the walls had eyes\u002c aye\u002c they would see the love inside. They would see\u002c me in your arms in ectasy. And\u002c with every move\u002c they know\u002c i love you so
141	54060	LJ111913	neutral	sounds like ill be seeing you sporting a lot more AA !
142	278722624220196864	T14115323	positive	@rhymesayers a close 2nd is playing nothing but RSE on my drive to Soundset from California. Then nothing but RSE on the way back.
143	256702681794629632	T13114083	neutral	Going to sleep early, so I'm ready for tomorrow with The Cab, Evermore and MAROON 5 :)
144	255821423917019136	T13115957	neutral	Tracy McGrady signed with a team in China today.  Clearly, that team does not have aspirations of reaching the 2nd round
145	10583	SM113936	neutral	INSTRUMENTAL? w. all those violin\u002c & so on. I havent got on a bus how 2 go 1st lah? I think u go 1st la?
146	null	LJ113269	positive	saw your LJ post ... yay for Aussies ;)
147	218020582523015169	T13112629	positive	"@ShannonLeto Congrats XOXO Shannon Leto wins the ""Indie"" category of the 17th Annual Drummies! http://t.co/v6hpmitY"
148	10929	SM114921	neutral	dear\u002c do u know what is lviii? translate to number?
149	151978	LJ111318	neutral	I WILL COME GET YOU if you want to come visit !
150	11772	SM111879	neutral	Oh okie... I\u2019ll come right away... I\u2019m at s2... So i\u2019ll cya at e canteen...
151	8385	LJ111640	neutral	Although teaching 14 kids under 12 the jazz square is a bit daunting !
152	262218488440049665	T13112642	positive	Today at Island Wing Co -Game Day Saturday: $2 Domestic Bottles (all Day).  See it here - http://t.co/0TdQfNqZ
153	10780	SM114713	positive	yeah i dun think i have anything else to write. u?
154	11836	SM112496	neutral	Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?
155	257750740645330944	T13112042	neutral	Did you see us in the Gazette on Saturday? If you missed it, here is the electronic version http://t.co/UyyLQY4n
156	259438015712202752	T13111679	neutral	If there's a car on cinder blocks in your yard, you may be a redneck. If there's a dog on top of it, you may have #Romnesia. Jeff Foxworthy
157	11826	SM114827	neutral	Hey come online! Use msn... We are all there
158	11093	SM115200	positive	Gd morn! Have a great and blessed day ahead
159	11900	SM111459	neutral	I\u2019m in a movie. Call me 4 wat?
160	197400442790096896	T14114512	neutral	Dr Joe will kick off his Australian Tour with a lecture at The Conscious Club in Sydney, Australia, Thursday, May 17!  http://t.co/uaqUTMgO
161	247286539611152384	T14111904	positive	Have a lovely Sunday and keep it MYSA
162	10431	SM112472	neutral	i will give u a call! ok? :)
163	11748	SM111407	neutral	Hey u wana meet at someplace den go look 4 e classroom... Mayb at e canteen or somethg...
165	null	LJ113240	neutral	And also reading `` The Hobbit '' at intervals .
166	259129265570869248	T13111445	positive	@jason_omara Will there ever be a season 2 of Terra Nova??  Just finished the 1st season on netflix and LOVED IT!!  I want more :-(
167	264251423343140865	T13115525	neutral	@laurensackett14 nooooo I am possibly going to be in dayton tomorrow night!!! :(
169	54481	LJ112389	neutral	I think my skin is actually tanning abit ..
170	88710	LJ111808	positive	Sometimes I look forward to getting wrinkles -- if I am lucky enough to live long enough to get them !
171	262855261369278465	T13118737	positive	@Harry_Styles Heard the song &amp; I think this album is going to 10000x better than UAN, btw tomorrow Im coming to London, wanna see you!
172	10017	SM112054	positive	dun forget u still owe me a treat ah..haha
174	276302833844891648	T14114728	neutral	SAVE THE DATE !! Next saturday, the 14th of december, Circoloco is back at Showcase - Paris Live Club with Dan... http://t.co/kNbJQH86
175	250825004000890881	T14114234	neutral	2013 marks the 100th birthday of the Chelsea Flower Show.  If you're heading to the UK in May, why not combine a... http://t.co/Buxt5z6x
176	11590	SM114282	neutral	Wow... U got into archi... Tt\u2019s gd\u002c heard it\u2019s diff to get in...Me in nus sci lor...
177	47575	LJ111339	positive	My heart goes out to the both of you .
178	10392	SM114252	neutral	Oh no now look like gonna rain
179	151978	LJ113067	neutral	I think jessie , whitney and I are driving up if you want to ride man .
180	11424	SM113470	neutral	U hv 2 upload or use tomcat its a program t act as a server offline.
181	263495083209412608	T13116972	neutral	Female dinner hostess needed, 12 nov (3-11pm), marina @ keppel bay, $150. Taking care of VIPs. PM/text me if you're interested! :)
182	37203	LJ111697	neutral	Well I think that was by intent .
183	205802461628334080	T13117433	positive	TD Bank We welcome you into #LittleHavana but please do not raze the 1930s bldg on the corner of SW 12th &amp; Calle Ocho. Keep the facade.
185	44612	LJ112813	neutral	Mom is starting to settle in a little bit to the assisted living apartment we ( I ) found her here in Cowtown .
186	11096	SM115479	neutral	Are you free to go out this sunday? My club is having a performance at musicdreamer at 7.30pm
188	261868066290429952	T13114610	neutral	An opportunity to serve at the Gazette's Halloween Parade tomorrow night! Check it out... http://t.co/ftimSIAd
189	278164121197895682	T14115044	neutral	A New Work, Threshold, will be read by the African American Repertory Theatre of Virginia this friday at the... http://t.co/cdS0NASp
190	10483	SM115126	positive	I just finished my work. My foot injured just now. so painful. good night see you
191	250887102923939840	T13111353	neutral	Live blog: Gingrich wins South Carolina: Newt Gingrich swept to an easy victory Saturday in the South Carolina p... http://t.co/BfrW2d1e
192	110607	LJ111584	neutral	hey hotstuff , take her to a free clinic .
193	10763	SM113986	positive	ok loh mit then decide.see ya later!!
194	11240	SM111739	neutral	please meet me outside lt27 to get your stuff.
197	10354	SM111966	neutral	xy:Most prob i got 2 work. I duno meet where\u002c most prob town lor
198	267682008099090432	T14112588	negative	I went to a Remembrance service today for the 1st time and can say it was so touching.
199	257626148035493888	T13117782	positive	.@Q1047 Would luv if you could make an announcement about Chris Rene concert @theroxy this Thursday!! Thanks!! http://t.co/aKzopIrd
200	200224918070247425	T13114856	neutral	Maude Barlow to speak in Toronto on May 15!  Anyone from @waterlution Toronto going?  http://t.co/ds7YLtce
202	261088634516668416	T13113431	positive	@KarlUDFlyer @kahanuka36 hahah wait I really want to come out for St Patricks day! Also everyone should come to Boston for Easter/ my 21st!
203	null	LJ113451	neutral	I will be staring at it like > : \/ And I will be thinking ?.
204	276782324551667712	T14114004	neutral	Check out what's happening at the San Diego County Fair (Del Mar Fairgrounds) this Saturday! http://t.co/Vqm9lMk4
205	10396	SM113101	positive	Yup! Tomorrow\u2019s match is very important. If we win it we\u2019ll definitely get into round 2...
206	226268858611290113	T14114782	positive	my 1st bias in t-ara still eunjung jiyeon okay still EunJi !! but plus Danee now muahahahah so it being EunJiNi ._. lol
207	10909	SM113797	negative	I am sorry...dint mean it this way
208	134089	LJ111465	positive	It made me feel better about the state of my apartment .
212	11759	SM113953	positive	No la... Other pple wld have slam e fone oredi\u002c haha\u002c at least u still entertain me...
214	177382644273778692	T13112581	positive	cant wait to see the iPad HD ..
216	11154	SM115320	neutral	not sure
217	250922044810731521	T13113963	neutral	@Dravidoholic -&gt;RT @rajasthanroyals: Stay tuned for the #BowlToTheWall contest tomorrow and get a chance to bowl to Rahul Dravid himself!
218	245071964761387008	T13114306	positive	#allifacts alli simpson (born on 24th of april) is an Australian actress who love to make people laugh! @allisimpson
219	11753	SM113742	neutral	Daddy... Fetch me together w jue... I surf net in sch...
220	260270112941158400	T13112377	neutral	Just one of the songs to expect during THE FRAY's concert in Smart Araneta Coliseum on November 10. This is off... http://t.co/BUVMOlcM
221	11902	SM114205	neutral	Can. Dunno wat to get 4 her...
222	236402853642645504	T13113896	positive	#redsox Over the Mon Daily Red Sox Links: Bobby Valentine, Clay Buchholz, Jose Iglesias: Usually a win makes eve... http://t.co/fF8OC4Zd
223	281317077623635968	T14113051	neutral	@JulissaSlattery the Friday we got off of Thanksgiving break
224	12095	SM112147	neutral	Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
225	34168	LJ112871	neutral	I can but wonder what the local cats thought , given this wonderful sounding hat .
226	243272464107462656	T13113020	neutral	"Quota bill unconstitutional: SP: Samajwadi Party on Wednesday (September 5) dubbed as ""unconstitutional"" the bil... http://t.co/KmPclZwf"
227	11239	SM113565	neutral	argh! i went to the wrong lt\u002c now going to lt33.
228	269124991642132481	T14113678	positive	@centuryblu Thanks again for tix to last nights Passafire show! Bout my tix to the RNDM show for tomorrow night!
229	11430	SM113146	neutral	Okie... Then meet at orchard...
230	13495	LJ111560	positive	I hope everything turns out well .
231	277968019437780993	T14112974	neutral	I hope we watch the concert tomorrow..  I need to see Danee!!
232	570064	LJ111218	neutral	I was thinking of you the other day !!!
233	211114998657847297	T14112079	neutral	Just got word we are stopping back in Pittsburgh before the tour heads to Ohio June 29th #PartyWithThePros
234	258266917305982976	T13112840	neutral	Did you hear?  The Fr. 15 program tomorrow night has been MOVED TO CME!  See you upstairs at the CME tomorrow night at 7:00pm!
235	283628517772640257	T14111371	positive	Kiryu to Release 9th Single  This Christmas Visual Kei band Kiryu surprise their fans with great news! The band... http://t.co/hJxgp7va
236	251703246811435008	T13116910	positive	Good luck to Cody Reichard &amp; Scott Darling..1st day of training camp for the Montreal Canadiens' AHL affiliate-Hamilton Bulldogs. God Speed!
238	264211712255873024	T13118805	positive	Great Write In tonight ending in a random Taco Bell fix.  See everyone Sunday - remember Daylight Savings ends,... http://t.co/DKCst5dQ
239	10260	LJ111186	positive	The other one , also hilarious .
240	263320951679242240	T13117476	negative	it doesn't matter that iona doesn't have school tomorrow because 1. i hate school 2. we don't have snow days
241	224187394822385664	T14113396	negative	Tomorrow at Knollwood, Tyler Graham and Ashley Mayhall compete!  Any body I'm missing, let me know!  Zoe is on vacation..Enjoy the trip!
242	11960	SM112082	negative	Aiyar sorry lor forgot 2 tell u...
243	463584	LJ113180	positive	Excellent title , and perfect pair !
244	149695	LJ111475	neutral	Normally they have everything on there .
245	33149	LJ112047	positive	I will be DJ ` ing at + one tonight come and enjoy a night out with some excellent music !
248	10680	SM111871	neutral	do we have to file for grad now?
249	10260	LJ111531	neutral	`` For more information on the Crack Spiders bitch , please contact the Gov ` t of Canada '' LOLOL .
250	254430502981890049	T13112222	neutral	way too amped to sleep right now. it is physically impossible for me to take the SATs tomorrow
251	253773227988512768	T13119037	neutral	Nissan Titan : Eleven accidents with 22 cars in just over five hours Saturday - Riverhead LOCAL http://t.co/ln5raqHR
252	206517930211540995	T13114006	negative	@__wilo___ I want her so bad...... ohhh, in Melodifestivalen you mean? Yes yes, but that will never happen. Netherlands was 15th :')
253	263611306999967745	T13118265	negative	I'm pretty sure it's Wacky Wednesday at MSA right now.... I actually want that right now, except without the 'MSA' part #happyhalloween
254	255986174101950465	T13117326	neutral	The toll affected by the Great East Japan Earthquake Tsunami 3.11 2011:Death-15,871 Missing-2,778 Amounts-18,649 as of 10 Oct.(Cont)
255	261816186130546688	T13112792	neutral	Come and join us @'Free to Be' Women's Day @HTBChurch with @mercyministries on Nov 3rd - Dealing with anxieties, addictions, abuse, hurts...
256	11710	SM112877	neutral	It\u2019s somethin like nus version of chingay lor... If u wan can go c c lor...
258	274635468967116800	T14115182	neutral	Liverpudlian, David Price defeats Matt Skelton in the 2nd round to defend his British &amp; Commonweath heavyweight titles.
259	10222	SM114595	neutral	Then meet 130 jubilee.
260	100960	LJ111448	neutral	But we 'll kick you out if you snore .
261	195554987919679488	T13111148	positive	@karaotr You will appreciate this.. Sunday brunch coffee: Normal cup in b/g and then the BOWL of java. Yowza. http://t.co/XhbtaCvm
262	263740575453417472	T13118102	neutral	Don't forget to set your clocks back this Saturday before you go to bed! Daylight Savings time ends on Sunday,... http://t.co/ZrrSdBJa
264	275212211625025537	T14111600	neutral	Having to work a Sunday but a Sunday of the Edinburgh Derby #grim
266	264158486601027584	T13117199	neutral	I may or may not have asked Hugh Dancy if he has an HMV rewards card.
267	12099	SM115259	neutral	Huh so fast... Dat means u havent finished painting?
268	11248	SM114243	positive	ok\u002c see you later on when you are free.
269	43468	LJ112245	negative	it is so hard to be a renaissance woman anymore ... knowledge is so specific anymore , and so much of it .
270	256498492523020288	T13114003	neutral	@ForEverAnAngel4 yeah I went to the one August 12 at the Comcast Center! Wbu?
272	256500849684131840	T14113652	positive	And you're all just going to have to accept the fact that I'll be slipping in and out of the Liverpudlian accent tomorrow ok OKAY
273	11543	SM114170	negative	Expected he will know cos u will tell him. But didnt know its so fast =) but if act as if i got bf also not gd. Deprive me of other chances haha...
274	246692511605739521	T14113849	neutral	Parkdale students, take a break from homework and head to the Polish Festival! Saturday and Sunday only!
275	252075560682012672	T13111574	positive	It's Game Day Saturday at Island Wing Co.: $2 Domestic Bottles (all Day)!  See it here - http://t.co/PL6eDmTF
277	10113	SM113276	negative	me in class now. wats up ? cannot talk. call u when i finish
278	263078274178109440	T13113312	neutral	Charges filed in Calif. shooting that killed 3 - A convicted felon was charged Monday with the murders of three peop... http://t.co/VoLuhZe7
280	250971042967875586	T13118762	neutral	"Food inspires fashion! Come hang with TABLE at @Macys Downtown tomorrow at 6 p.m. and meet ""Fashion Star"" winner Kara Laricks!"
281	198273277158883328	T13117542	neutral	@theramon how's Teengirl Fantasy? I may get in the car and drive to @giginow to stuff my face with duck buns..
282	258268530762465280	T13112426	neutral	So...Cafe Asia might be the move for Saturday...
283	11153	SM115480	neutral	haha.. If I\u2019ve gone\u002c I wouldn\u2019t have asked u
284	10447	SM113462	positive	I dun mind. You din feel very well must need to rest. good nite
286	87207	LJ111831	positive	` Cos you are a lovely pretty lady :)
288	229742859765551104	T14113022	positive	Congratulations to @Lizarddd33 for being the first one from WV to ever be a Miss Teen USA 1st runner up!!! Could not be more proud! Love you
289	241799723458113536	T14113882	positive	Gah, I still can't believe I got to meet @colinferg at Phoenix Comicon, back in may. Still excited about it!!!(: http://t.co/kF9OyjGu
290	237890878411255808	T14115376	neutral	Feels like a Monday. (@ FM Kirby Center for the Performing Arts) http://t.co/6xntLO5i
291	264086250925998081	T13111485	neutral	((I'm grounded from the internet until Monday, so talk to me while I'm still at school! -.-))
292	10799	SM113726	positive	no worries.u ask he sure say ok lah
293	335545	LJ112228	positive	my mom always used to tell my sister that you can bullshit better on a full night 's rest good luck !
294	11756	SM112778	neutral	Daddy... I\u2019m collecting my notebook today\u002c dun fetch me at 4. I\u2019ll call u when i\u2019m ready...
295	208216093968437248	T13118239	neutral	im goin to Allderdice on friday!! seems like it be smackin.
